PDB_ID,peptide_chain_ID,peptide_length,number_of_atoms_in_peptide,protein_chain_ID,number_of_atoms_in_protein,number_of_atom_contacts_between_peptide_and_protein,unknown,noncanonical_peptide,resolution,molecular_type
1nrr,L,26,209,H,2014,120,0,0,2.4,prot
1nrs,L,27,222,H,2029,131,0,0,2.4,prot
1nu7,A,28,228,B,2083,127,0,0,2.2,prot
1nwd,B,28,234,A,1166,87,0,0,-1,prot
1ny2,1,36,287,2,2093,158,0,0,2.3,prot
1nyj,A,25,192,D,192,41,9,0,-1,prot
1nzq,L,28,227,H,2025,129,0,0,2.18,prot
1o0d,L,34,269,H,2025,144,0,0,2.44,prot
1o2g,L,36,287,H,2032,155,0,0,1.58,prot
1o3p,A,8,65,B,1939,47,0,0,1.81,prot
1o5a,A,9,72,B,1938,49,0,0,1.68,prot
1o5b,A,8,65,B,1929,47,0,0,1.85,prot
1o5c,A,9,72,B,1938,49,0,0,1.63,prot
1o5g,L,33,263,H,2025,145,0,0,1.75,prot
1o9a,B,24,200,A,733,127,0,0,-1,prot
1occ,L,47,386,A,4025,188,0,0,2.8,prot
1occ,M,43,335,A,4025,113,0,0,2.8,prot
1oco,L,47,386,A,4025,190,0,0,2.8,prot
1oco,M,43,335,A,4025,114,0,0,2.8,prot
1ocr,L,47,386,A,4025,191,0,0,2.35,prot
1ocr,M,43,335,A,4025,114,0,0,2.35,prot
1ocz,L,47,386,A,4025,189,0,0,2.9,prot
1ocz,M,43,335,A,4025,112,0,0,2.9,prot
1ofs,B,48,370,A,1417,356,0,0,1.8,prot
1okh,A,46,333,B,333,34,0,0,1.75,prot
1ol5,B,30,238,A,2180,138,0,0,2.5,prot
1olg,A,42,348,C,348,142,0,0,-1,prot
1olh,A,42,348,C,348,137,0,0,-1,prot
1ook,A,36,287,B,2093,151,0,0,2.3,prot
1oqd,K,39,301,A,1143,68,0,0,2.6,prot
1oqe,K,31,233,A,1143,65,0,0,2.5,prot
1oqo,C,34,291,A,1664,84,0,0,2.3,prot
1oqx,C,34,291,A,1675,72,0,0,2.6,prot
1os3,A,21,163,B,217,95,0,0,1.95,prot
1os3,B,29,217,A,163,106,0,0,1.95,prot
1os4,A,21,159,B,220,85,0,0,2.25,prot
1os4,B,29,220,A,159,98,1,0,2.25,prot
1otr,A,49,389,B,601,66,0,0,-1,prot
1oyt,L,27,222,H,2019,124,0,0,1.67,prot
1ozb,I,24,174,A,1120,48,0,0,2.8,prot
1ozs,B,20,178,A,592,51,0,0,-1,prot
1p16,C,9,72,A,3208,44,0,1,2.7,prot
1p22,C,11,79,A,3221,71,0,1,2.95,prot
1p8d,C,16,128,A,1945,90,0,0,2.8,prot
1p8v,B,29,239,C,2018,125,0,0,2.6,prot
1p9d,S,32,242,U,627,89,0,0,-1,prot
1pd7,B,24,207,A,714,95,0,0,-1,prot
1pes,A,31,265,B,265,135,0,0,-1,prot
1pet,A,31,265,B,265,135,0,0,-1,prot
1pid,A,21,160,B,200,65,0,0,1.3,prot
1pid,B,25,200,A,160,75,0,0,1.3,prot
1pjm,A,20,148,B,3252,116,0,0,2.5,prot
1pjn,A,21,159,B,3243,126,0,0,2.5,prot
1pnb,A,31,266,B,586,108,2,0,-1,prot
1pon,A,36,273,B,281,60,0,1,-1,prot
1ppb,L,36,287,H,2093,158,1,0,1.92,prot
1ppe,I,29,222,E,1629,82,0,0,2,prot
1pq1,B,33,280,A,1178,121,0,0,1.65,prot
1psb,C,26,227,A,739,89,0,0,-1,prot
1pwv,C,9,76,A,6028,65,0,0,2.85,prot
1pww,C,11,94,A,5965,72,0,0,2.8,prot
1pxd,B,16,114,A,1039,61,0,0,1.8,prot
1pyu,A,28,209,B,694,164,0,0,1.9,prot
1q0w,A,24,198,B,601,63,0,0,-1,prot
1q1s,A,5,45,C,3299,44,0,0,2.3,prot
1q1t,A,8,71,C,3255,57,0,0,2.5,prot
1q24,I,20,157,A,2784,106,0,0,2.6,prot
1q4v,A,21,163,B,242,91,0,1,2,prot
1q4v,B,30,242,A,163,113,0,1,2,prot
1q5w,A,31,230,B,602,48,0,0,-1,prot
1q61,I,20,157,A,2784,110,0,0,2.1,prot
1q62,I,20,157,A,2793,103,0,0,2.3,prot
1q68,A,38,325,B,231,41,0,0,-1,prot
1q68,B,29,231,A,325,54,0,0,-1,prot
1q69,B,29,231,A,156,32,0,0,-1,prot
1q7d,A,23,146,B,146,116,0,1,1.8,prot
1q8t,B,20,157,A,2823,108,0,0,2,prot
1q8u,B,20,157,A,2845,107,0,0,1.9,prot
1q8w,B,20,157,A,2790,98,0,0,2.2,prot
1q90,R,39,283,A,2266,83,0,0,3.1,prot
1q90,G,30,224,B,1681,82,0,0,3.1,prot
1q90,L,32,242,N,231,56,0,0,3.1,prot
1q90,M,34,247,N,231,67,0,0,3.1,prot
1q90,N,31,231,A,2266,86,0,0,3.1,prot
1qbv,L,26,214,H,2012,124,0,0,1.8,prot
1qey,A,31,258,B,258,96,0,0,-1,prot
1qfn,B,25,175,A,682,79,0,0,-1,prot
1qgc,5,24,166,1,1416,35,6,0,30,prot
1qgk,B,44,375,A,6810,161,0,0,2.5,prot
1qgr,B,24,215,A,6780,86,0,0,2.3,prot
1qh2,B,28,208,A,136,106,0,0,-1,prot
1qhr,A,36,287,B,2093,134,0,0,2.2,prot
1qiy,A,21,163,B,244,72,0,0,2.3,prot
1qiy,B,30,244,D,244,101,0,0,2.3,prot
1qiz,A,21,163,B,244,74,0,0,2,prot
1qiz,B,30,244,D,244,100,0,0,2,prot
1qj0,A,21,163,B,225,64,1,0,2.4,prot
1qj0,B,28,225,D,244,91,1,0,2.4,prot
1qj1,A,36,287,B,2093,137,1,0,2,prot
1qj6,A,36,287,B,2093,139,0,0,2.2,prot
1qj7,A,36,287,B,2093,141,0,0,2.2,prot
1qle,D,43,332,C,2181,93,0,0,3,prot
1qmb,B,42,327,A,2546,242,0,0,2.6,prot
1qow,A,20,125,B,125,27,0,1,1.06,prot
1qp6,A,35,301,B,301,140,0,0,-1,prot
1qs7,B,19,151,A,1131,127,0,1,1.8,prot
1qsu,A,30,194,B,194,162,0,1,1.75,prot
1qtx,B,21,162,A,1158,136,0,1,1.65,prot
1qur,L,27,223,H,2080,124,0,0,2,prot
1r1a,4,19,151,1,2262,59,0,0,3.2,prot
1r1r,D,16,129,A,5844,89,0,0,2.9,prot
1r2a,A,46,381,B,381,72,0,0,-1,prot
1r42,C,20,101,E,71,35,0,0,2.2,prot
1r48,A,33,266,B,266,112,0,0,-1,prot
1r4l,C,20,101,E,71,36,0,0,3,prot
1rb4,A,30,252,C,245,78,0,0,1.9,prot
1rb5,A,34,268,B,267,74,0,1,1.9,prot
1rb6,A,34,270,C,258,78,0,1,1.9,prot
1rd3,A,33,262,B,2067,147,0,0,2.5,prot
1rdq,I,20,153,E,2738,105,0,0,1.26,prot
1rdt,B,9,77,A,1644,57,0,0,2.4,prot
1rdt,E,7,34,D,1998,24,0,0,2.4,prot
1rf3,B,24,178,A,1531,76,0,0,3.5,prot
1rfo,A,27,219,B,219,86,0,0,-1,prot
1rgq,C,22,159,B,1373,92,0,0,2.9,prot
1rin,B,47,367,A,1409,354,0,0,2.6,prot
1riw,A,27,222,B,1200,104,0,0,2.04,prot
1rkc,B,26,203,A,2020,130,0,0,2.7,prot
1rpq,W,21,175,A,1350,56,0,0,3,prot
1rqt,A,37,264,B,264,70,0,0,-1,prot
1rtl,C,21,149,A,1337,90,0,0,2.75,prot
1rwe,A,21,166,B,242,87,0,0,1.8,prot
1rwe,B,30,242,A,166,108,0,1,1.8,prot
1s4z,C,30,219,B,605,76,0,0,-1,prot
1s5l,K,37,293,C,3253,80,0,0,3.5,prot
1s5l,M,30,234,L,304,97,0,0,3.5,prot
1s5l,T,31,265,L,304,73,0,0,3.5,prot
1s5l,F,33,269,E,624,57,0,0,3.5,prot
1s5l,I,38,312,A,2617,99,0,0,3.5,prot
1s5r,A,23,179,B,733,100,0,0,-1,prot
1s6c,B,21,148,A,1367,75,1,0,2,prot
1sae,A,42,348,C,348,132,0,0,-1,prot
1saf,A,42,348,C,348,143,0,0,-1,prot
1sak,A,42,348,C,348,133,0,0,-1,prot
1sal,A,42,348,C,348,142,0,0,-1,prot
1sb0,B,25,205,A,729,72,0,0,-1,prot
1sb1,L,29,240,H,2023,142,0,0,1.9,prot
1sbw,I,15,105,A,1629,66,0,0,1.8,prot
1sdb,A,21,163,B,182,79,0,0,1.65,prot
1sdb,B,23,182,A,163,84,0,0,1.65,prot
1sf1,A,21,162,B,242,42,0,0,-1,prot
1sf1,B,30,242,A,162,36,0,0,-1,prot
1sfq,A,29,239,B,2033,136,0,0,1.91,prot
1sg8,A,27,222,B,2021,125,0,0,2.3,prot
1sgh,B,38,38,A,2444,18,2,0,3.5,prot
1sgi,A,32,252,B,2023,133,1,0,2.3,prot
1shh,A,29,239,B,2042,135,0,0,1.55,prot
1sjt,A,21,163,B,234,85,0,0,-1,prot
1sjt,B,29,234,A,163,109,0,0,-1,prot
1smf,I,9,65,E,1629,43,0,0,2.1,prot
1smh,B,20,157,A,2852,104,0,1,2.04,prot
1sn9,A,23,182,B,182,64,0,1,1.2,prot
1sna,A,23,186,B,186,6,0,1,1.5,prot
1sne,A,23,182,B,182,23,0,1,1.5,prot
1sp4,A,48,369,B,1557,277,0,0,2.2,prot
1sqk,B,25,196,A,2814,100,0,0,2.5,prot
1sr5,B,32,248,C,1960,145,0,0,3.1,prot
1sse,A,35,287,B,658,44,0,0,-1,prot
1stc,I,17,130,E,2780,75,0,0,2.3,prot
1suy,C,34,251,B,883,104,1,0,-1,prot
1sv1,C,34,251,B,883,97,0,0,-1,prot
1sve,B,20,149,A,2782,97,0,0,2.49,prot
1svf,B,38,286,A,452,118,0,0,1.4,prot
1svg,B,20,157,A,2823,108,0,0,2.02,prot
1svh,B,19,143,A,2713,96,0,0,2.3,prot
1swi,A,31,256,C,246,61,0,0,2.6,prot
1sy9,B,19,161,A,1166,95,0,0,-1,prot
1syq,B,25,169,A,2030,114,0,0,2.42,prot
1t01,B,24,169,A,1991,109,0,0,2.06,prot
1t08,B,46,365,A,3890,76,0,0,2.1,prot
1t0j,C,16,139,B,1468,75,0,0,2,prot
1t1k,A,21,163,B,238,88,0,0,-1,prot
1t1k,B,30,238,A,163,103,0,0,-1,prot
1t1p,A,21,163,B,240,77,0,0,-1,prot
1t1p,B,30,240,A,163,93,0,0,-1,prot
1t1q,A,21,163,B,239,80,0,0,-1,prot
1t1q,B,30,239,A,163,93,0,1,-1,prot
1t34,H,21,154,B,3315,74,0,0,2.95,prot
1t3e,P,5,22,B,3064,22,0,0,3.25,prot
1t4u,L,26,215,H,2012,124,1,0,2,prot
1t4v,L,26,215,H,2012,120,0,0,2,prot
1t6f,A,37,309,B,309,115,0,0,1.47,prot
1t6o,B,19,143,A,395,73,1,0,2,prot
1t73,B,8,74,A,2043,49,0,0,2.2,prot
1t79,B,8,66,A,2043,45,0,0,1.8,prot
1t7f,B,8,65,A,2043,47,0,0,1.6,prot
1t7m,B,12,108,A,2029,71,0,0,1.6,prot
1tb6,L,43,343,H,2070,199,0,0,2.5,prot
1tbq,L,49,405,H,2094,212,0,0,3.1,prot
1tbr,L,49,405,H,2094,198,0,0,2.6,prot
1tbz,L,25,205,H,2032,113,0,0,2.3,prot
1tgg,A,34,276,B,274,72,0,1,2,prot
1thp,A,27,222,B,2009,117,0,0,2.1,prot
1thr,L,27,209,H,2031,121,0,0,2.3,prot
1ths,L,33,265,H,2039,154,0,0,2.2,prot
1tmb,L,29,235,H,2032,139,0,0,2.3,prot
1tmf,4,31,241,1,2156,38,0,0,3.5,prot
1tmt,L,27,215,H,2068,122,1,0,2.2,prot
1tmu,L,28,232,H,2064,123,0,0,2.5,prot
1tmz,A,32,266,B,266,90,0,0,-1,prot
1toc,A,28,234,B,2094,129,0,0,3.1,prot
1tom,L,26,214,H,2022,120,0,0,1.8,prot
1toq,B,15,106,A,1035,61,0,0,2.5,prot
1tp8,B,16,111,A,1035,64,0,0,3,prot
1tq0,A,31,254,B,1992,129,0,0,2.8,prot
1tq7,A,44,358,B,2021,179,1,0,2.4,prot
1trz,A,21,163,B,236,91,0,0,1.6,prot
1trz,B,30,236,A,163,109,0,1,1.6,prot
1tt5,E,13,108,B,3152,69,0,0,2.6,prot
1twx,A,28,231,B,2025,120,0,0,2.4,prot
1txp,A,28,232,D,232,72,0,0,-1,prot
1tyl,A,21,163,B,240,89,0,0,1.9,prot
1tyl,B,30,240,A,163,108,0,1,1.9,prot
1tym,A,21,163,B,235,87,0,0,1.9,prot
1tym,B,30,235,A,163,104,0,1,1.9,prot
1tzs,P,9,72,A,2419,69,1,0,2.35,prot
1tzs,X,5,33,P,72,10,1,0,2.35,prot
1u0i,A,21,159,B,159,58,0,0,-1,prot
1u2u,A,32,246,B,248,106,0,1,-1,prot
1u6h,B,24,168,A,1947,114,0,0,2.38,prot
1u7b,B,13,104,A,1931,77,0,0,1.88,prot
1u7j,A,49,414,B,414,111,0,0,-1,prot
1u9g,A,22,177,B,186,68,0,1,2.2,prot
1u9h,A,32,269,B,258,81,0,1,2.17,prot
1ucy,L,36,290,H,1235,139,0,0,2.2,prot
1uel,B,48,361,A,756,87,0,0,-1,prot
1ugw,B,16,110,A,1038,61,0,0,1.7,prot
1ugx,B,15,105,A,1038,61,0,0,1.6,prot
1ugy,B,16,110,A,1038,61,0,0,2.4,prot
1uh0,B,15,106,A,1040,62,0,0,2.8,prot
1uh1,B,15,106,A,1040,62,0,0,2.8,prot
1uhd,B,24,196,A,737,165,0,0,2,prot
1uhe,B,24,196,A,752,163,0,0,1.55,prot
1um2,C,7,53,A,3293,28,0,0,2.9,prot
1uma,L,36,287,H,2053,170,0,0,2,prot
1unt,A,32,253,B,248,81,0,0,2.07,prot
1unu,A,31,258,B,258,80,0,0,2.07,prot
1unv,A,25,208,B,212,68,0,0,2.14,prot
1unw,A,32,259,B,259,89,0,0,2.2,prot
1unx,A,32,261,B,278,96,0,0,2.4,prot
1uny,A,27,221,B,255,63,0,0,2.3,prot
1unz,A,28,237,B,237,79,0,0,2.3,prot
1uo0,A,32,260,B,260,80,0,0,2.4,prot
1uo1,A,31,261,B,262,74,0,0,2.5,prot
1uo2,A,33,272,B,283,92,0,0,1.99,prot
1uo3,A,30,248,B,248,79,0,0,1.92,prot
1uo4,A,31,256,B,256,86,0,0,1.7,prot
1uo5,A,31,257,B,257,83,0,0,2.07,prot
1uvq,C,20,131,A,1456,109,0,0,1.8,prot
1uvs,L,27,212,H,1896,118,0,0,2.8,prot
1uvt,L,25,212,H,1961,116,0,0,2.5,prot
1uvu,L,24,204,H,1975,110,0,0,2.8,prot
1uz9,A,21,163,B,225,69,0,0,1.6,prot
1uz9,B,28,225,A,163,69,0,1,1.6,prot
1v18,B,40,321,A,3874,199,0,1,2.1,prot
1v54,L,46,380,A,4027,188,0,0,1.8,prot
1v54,M,43,335,A,4027,114,0,0,1.8,prot
1v55,L,46,380,A,4027,192,0,0,1.9,prot
1v55,M,43,335,A,4027,113,0,0,1.9,prot
1v9u,5,39,292,1,2155,32,0,1,3.6,prot
1vc3,A,24,192,B,721,162,0,0,1.5,prot
1vdf,A,46,366,B,366,147,0,0,2.05,prot
1veb,B,20,157,A,2776,109,0,0,2.89,prot
1vf5,E,32,248,A,1593,68,0,0,3,prot
1vf5,F,33,251,G,184,50,0,0,3,prot
1vf5,G,23,184,C,2200,90,0,0,3,prot
1vf5,H,27,214,G,184,26,0,0,3,prot
1vit,L,36,290,H,2094,137,0,0,3.2,prot
1vkt,A,21,163,B,240,86,0,0,-1,prot
1vkt,B,30,240,A,163,125,0,0,-1,prot
1vpp,X,20,157,V,779,85,0,0,1.9,prot
1vr1,L,27,222,H,2001,128,0,0,1.9,prot
1vrk,B,21,164,A,1162,136,0,1,1.9,prot
1vyt,E,25,217,A,2184,81,0,0,2.6,prot
1vzj,A,26,242,I,120,64,0,1,2.35,prot
1vzq,L,27,223,H,2020,127,0,0,1.54,prot
1w5c,F,37,297,E,536,78,0,0,3.2,prot
1w5g,A,32,243,B,248,67,0,0,2.16,prot
1w5h,A,31,228,B,222,64,0,0,2.5,prot
1w5i,A,32,271,B,268,83,0,0,2.3,prot
1w5j,A,34,295,B,268,89,0,1,2.2,prot
1w5k,A,34,293,B,266,90,0,1,1.92,prot
1w5l,A,32,264,B,275,92,0,0,2.17,prot
1w7g,L,27,215,H,2044,124,0,0,1.65,prot
1w7z,A,31,213,B,213,29,0,0,1.67,prot
1w85,I,42,303,B,2470,40,0,0,2,prot
1w88,I,40,303,B,2423,44,0,0,2.3,prot
1w8p,A,21,163,B,230,64,0,0,2.08,prot
1w8p,B,29,230,D,225,79,0,0,2.08,prot
1wa7,B,22,169,A,486,90,0,0,-1,prot
1wav,A,21,163,B,240,73,1,0,2.5,prot
1wav,B,30,240,A,163,88,1,1,2.5,prot
1way,A,29,235,B,2026,135,0,0,2.02,prot
1wbg,A,32,248,B,2026,146,0,0,2.2,prot
1wco,N,34,227,L,67,39,0,1,-1,prot
1wja,A,47,372,B,372,43,0,0,-1,prot
1wjc,A,47,372,B,372,44,0,0,-1,prot
1wje,A,46,364,B,364,39,0,0,-1,prot
1wkw,B,20,164,A,1571,86,0,0,2.1,prot
1wlp,A,25,183,B,1082,86,0,0,-1,prot
1ws4,B,16,110,A,1038,61,0,0,1.9,prot
1ws5,B,16,110,A,1038,61,0,0,1.9,prot
1wuw,A,45,337,B,337,56,0,0,1.9,prot
1wzb,A,30,201,B,196,159,0,1,1.5,prot
1x1k,A,27,164,B,163,134,0,1,1.1,prot
1x1k,F,29,178,D,164,139,0,1,1.1,prot
1x9t,B,10,86,A,3519,49,0,0,3.5,prot
1x9v,A,45,370,B,370,61,0,0,-1,prot
1xcq,P,24,167,B,1660,27,0,0,3.5,prot
1xct,P,30,225,B,1660,57,0,0,3.05,prot
1xda,A,21,163,B,235,69,1,0,1.8,prot
1xda,B,29,235,A,163,74,1,1,1.8,prot
1xf5,P,16,115,A,1708,43,0,0,2.6,prot
1xgl,A,21,162,B,241,73,0,0,-1,prot
1xgl,B,30,241,A,162,83,0,0,-1,prot
1xkm,A,22,177,B,207,47,0,0,-1,prot
1xkm,B,25,207,A,177,45,0,0,-1,prot
1xme,C,33,259,A,4407,117,0,0,2.3,prot
1xmn,A,31,249,B,2053,133,0,0,1.85,prot
1xof,A,22,182,B,189,51,0,1,1.95,prot
1xr0,A,22,174,B,1051,146,0,0,-1,prot
1xtc,C,45,370,A,1532,119,1,0,2.4,prot
1xu1,R,38,301,A,1086,68,0,0,1.9,prot
1xu2,R,36,280,A,1086,76,0,0,2.35,prot
1xw7,A,21,164,B,242,74,0,0,2.3,prot
1xw7,B,30,242,A,164,82,0,1,2.3,prot
1xwj,B,24,173,A,1925,119,0,0,2.6,prot
1xyr,6,36,36,1,232,6,0,0,11,prot
1y0j,A,39,305,B,276,70,0,0,-1,prot
1y0j,B,36,276,A,305,79,0,1,-1,prot
1y43,A,32,232,B,1276,225,0,0,1.4,prot
1ycp,L,29,238,H,2002,125,0,0,2.5,prot
1ycp,F,6,45,H,2002,45,0,0,2.5,prot
1ydi,B,24,197,A,2021,120,0,0,1.8,prot
1ydr,I,20,157,E,2778,106,0,0,2.2,prot
1yds,I,20,157,E,2778,107,0,0,2.2,prot
1ydt,I,20,157,E,2778,98,0,0,2.3,prot
1yfn,E,18,158,A,856,80,0,0,1.8,prot
1yk0,E,21,149,B,3111,86,0,0,2.4,prot
1yk1,E,21,151,B,3111,86,0,0,2.9,prot
1ym0,B,27,198,A,1774,141,0,1,2.06,prot
1ym8,A,27,181,B,181,139,0,1,1.55,prot
1ymm,C,14,116,A,1494,85,0,0,3.5,prot
1yod,A,30,256,B,233,78,0,1,1.8,prot
1ype,L,27,223,H,2014,131,0,0,1.81,prot
1ypg,L,27,223,H,2015,127,0,0,1.8,prot
1ypj,L,27,213,H,2023,132,0,0,1.78,prot
1ypk,L,27,223,H,2018,131,0,0,1.78,prot
1ypl,L,27,219,H,2022,128,0,0,1.85,prot
1ypm,L,27,223,H,2018,132,0,0,1.85,prot
1ywi,A,28,243,B,44,53,0,0,-1,prot
1yyl,M,27,201,G,2341,62,0,1,2.75,prot
1yym,M,27,195,G,2341,54,0,1,2.2,prot
1yyp,B,20,162,A,1943,111,0,1,2.5,prot
1z56,F,45,258,G,218,41,0,0,3.92,prot
1z56,G,37,218,F,258,42,0,0,3.92,prot
1z56,I,30,173,K,76,43,0,0,3.92,prot
1z56,J,20,118,K,76,25,0,0,3.92,prot
1z8i,A,39,314,B,2026,166,0,0,2,prot
1z8j,A,40,327,B,1968,175,0,0,2,prot
1z8y,I,31,237,J,257,42,0,0,9,prot
1z8y,J,36,257,I,237,43,0,0,9,prot
1zav,U,30,238,V,238,76,0,0,1.9,prot
1zaw,U,30,238,V,238,81,0,1,2.3,prot
1zax,U,30,238,V,238,86,0,0,2.1,prot
1zeg,A,21,163,B,243,71,0,0,1.6,prot
1zeg,B,30,243,A,163,77,0,1,1.6,prot
1zeh,A,21,163,B,243,63,0,0,1.5,prot
1zeh,B,30,243,A,163,69,0,1,1.5,prot
1zgx,B,33,266,A,481,167,0,1,1.13,prot
1zii,A,32,260,B,260,111,0,1,1.8,prot
1zij,A,34,280,C,275,75,0,1,2,prot
1zik,A,30,256,B,256,112,0,0,1.8,prot
1zil,A,30,256,B,256,107,0,0,2.25,prot
1zim,A,33,272,B,272,69,0,1,2,prot
1zmh,A,29,234,B,234,51,0,1,1.5,prot
1zmi,A,29,234,B,234,63,0,1,1.15,prot
1zmk,A,29,234,B,234,64,0,1,1.3,prot
1zni,A,21,163,B,240,70,0,0,1.5,prot
1zni,B,30,240,A,163,73,0,1,1.5,prot
1znj,A,21,156,B,232,67,1,0,2,prot
1znj,B,30,232,D,225,90,1,0,2,prot
1zoq,C,47,370,A,1490,94,0,0,2.37,prot
1zsg,B,22,171,A,530,54,0,0,-1,prot
1zv7,A,38,293,B,258,91,0,0,1.7,prot
1zv8,B,27,212,C,352,118,0,0,1.94,prot
1zvb,A,34,256,B,251,60,0,0,1.7,prot
1zvz,B,22,166,A,1977,100,0,0,1.8,prot
1zw2,B,21,136,A,1957,99,0,0,2.1,prot
1zw3,B,23,179,A,1957,122,0,0,3.3,prot
1zy3,B,20,156,A,1311,125,0,0,-1,prot
2a0q,A,30,246,B,1959,135,0,0,1.9,prot
2a1d,A,41,338,B,2094,178,0,0,3.5,prot
2a2x,L,34,269,H,2025,147,0,0,2.44,prot
2a3g,A,21,160,B,236,95,0,0,2.25,prot
2a3g,B,30,236,A,160,118,0,0,2.25,prot
2a3z,C,17,134,A,2820,87,0,0,2.08,prot
2a40,C,22,178,A,2824,96,0,0,1.8,prot
2a41,C,32,243,A,2908,179,0,0,2.6,prot
2a45,A,32,259,B,2069,121,0,0,3.65,prot
2a45,I,40,308,L,338,81,0,0,3.65,prot
2a4g,B,22,159,A,1341,90,0,0,2.5,prot
2a4q,B,22,159,A,1341,94,0,0,2.45,prot
2a4r,B,22,159,A,1341,90,0,0,2.4,prot
2a79,D,21,105,B,1972,31,0,0,2.9,prot
2a7u,A,22,179,B,814,72,0,0,-1,prot
2a93,A,34,269,B,264,89,0,1,-1,prot
2a9h,E,37,295,B,721,33,0,1,-1,prot
2ach,B,35,290,A,2678,248,0,0,2.7,prot
2adv,B,28,208,C,3909,192,0,0,2.24,prot
2aff,B,40,329,A,780,166,0,1,-1,prot
2afq,A,29,228,B,1959,130,0,0,1.93,prot
2agh,A,25,205,B,729,62,0,0,-1,prot
2agh,C,31,227,B,729,88,0,0,-1,prot
2ahp,A,34,275,B,269,109,0,1,2,prot
2aiy,A,21,163,B,242,72,0,0,-1,prot
2aiy,B,30,242,D,242,117,0,0,-1,prot
2akf,A,32,266,C,266,86,0,0,1.2,prot
2an6,E,11,85,A,1506,66,0,0,3,prot
2ank,L,34,269,H,2025,147,0,0,2.46,prot
2anm,L,34,269,H,2026,150,0,0,2.4,prot
2ao6,B,11,79,A,1934,55,0,0,1.89,prot
2asq,B,14,105,A,628,73,0,0,-1,prot
2atp,E,7,49,B,915,11,1,0,2.4,prot
2axt,K,37,289,C,3421,90,0,0,3,prot
2axt,M,36,276,L,301,101,0,0,3,prot
2axt,T,30,254,L,301,78,0,0,3,prot
2axt,F,35,278,E,646,95,0,0,3,prot
2axt,J,34,240,F,278,35,0,0,3,prot
2aze,C,44,338,B,796,98,0,0,2.55,prot
2b1a,P,16,125,H,1699,59,0,0,2.35,prot
2b1f,A,32,252,B,253,87,0,0,1.5,prot
2b1h,P,16,134,H,1699,55,0,0,2,prot
2b2t,D,5,48,A,1448,38,0,1,2.45,prot
2b2w,D,5,44,A,1449,35,0,1,2.4,prot
2b3g,B,24,192,A,900,65,0,0,1.6,prot
2b5t,A,47,385,B,2032,201,0,0,2.1,prot
2b9i,C,14,100,A,2722,66,0,0,2.5,prot
2bbm,B,26,210,A,1164,115,0,0,-1,prot
2bbn,B,26,210,A,1164,119,0,0,-1,prot
2bcc,I,33,159,A,3423,76,0,0,3.5,prot
2bcx,B,27,225,A,1122,163,0,0,2,prot
2be6,D,29,236,A,1096,148,0,0,2,prot
2bec,B,25,202,A,1470,161,0,0,2.7,prot
2beg,A,26,180,B,180,179,0,0,-1,prot
2beq,A,37,269,D,368,95,0,1,1.6,prot
2beq,D,48,368,B,272,112,0,1,1.6,prot
2bez,F,42,309,C,540,113,0,0,1.6,prot
2bi6,H,41,324,L,79,93,0,0,-1,prot
2bn1,A,21,160,B,240,95,0,0,1.4,prot
2bn1,B,30,240,A,160,108,0,0,1.4,prot
2bn3,A,21,160,B,240,95,0,0,1.4,prot
2bn3,B,30,240,A,160,108,0,0,1.4,prot
2bn5,A,33,268,B,161,46,0,0,-1,prot
2bn5,B,21,161,A,268,40,0,0,-1,prot
2bni,A,30,228,C,277,77,0,0,1.5,prot
2brq,C,14,100,A,685,83,0,0,2.1,prot
2btc,I,29,221,E,1629,77,0,0,1.5,prot
2bvr,L,28,223,H,2014,129,0,0,1.25,prot
2bvs,L,28,223,H,2035,128,0,0,1.4,prot
2bvx,L,28,223,H,2036,127,0,0,3.2,prot
2bxt,L,28,223,H,2036,129,0,0,1.83,prot
2bxu,L,28,223,H,2036,129,0,0,2.8,prot
2bzw,B,27,227,A,1162,118,0,0,2.3,prot
2c1a,I,20,155,A,2784,104,0,0,1.95,prot
2c1b,I,20,155,A,2784,107,0,0,2,prot
2c1m,B,46,378,A,3234,249,0,0,2.2,prot
2c5i,P,23,201,T,778,88,0,0,2.3,prot
2c5k,P,22,191,T,745,88,0,0,2.05,prot
2c8q,A,21,162,B,234,96,0,0,1.95,prot
2c8q,B,29,234,A,162,107,0,0,1.95,prot
2c8r,A,21,162,B,225,94,0,0,1.5,prot
2c8r,B,28,225,A,162,105,0,0,1.5,prot
2c8w,A,29,235,B,2032,135,0,0,1.96,prot
2c8x,A,29,235,B,2032,136,0,0,2.17,prot
2c8y,A,29,235,B,2032,135,0,0,2.2,prot
2c8z,A,29,235,B,2032,130,0,0,2.14,prot
2c90,A,29,235,B,2032,136,0,0,2.25,prot
2c93,A,29,235,B,2032,130,0,0,2.2,prot
2cce,A,31,231,B,234,71,0,0,1.9,prot
2ccf,A,31,253,B,255,69,0,0,1.7,prot
2cci,F,19,160,B,2083,82,0,0,2.7,prot
2ccn,A,33,260,B,260,66,0,0,1.6,prot
2ceu,A,21,163,B,189,77,0,0,1.8,prot
2ceu,B,24,189,A,163,82,0,0,1.8,prot
2cf8,L,28,230,H,2020,132,0,0,1.3,prot
2cf9,L,28,230,H,2020,133,0,0,1.79,prot
2cmy,B,21,169,A,1629,45,1,0,2.25,prot
2cn0,L,28,230,H,2020,135,0,0,1.3,prot
